author,text
EAP,"['upon', 'second', 'thought', 'however', 'opens', 'purse', 'strings', 'delivers', 'specie']"
HPL,"['collapsed', 'inert', 'mass', 'mangled', 'flesh']"
EAP,"['also', 'evident', 'water', 'thus', 'falling', 'height', 'four', 'feet', 'could', 'otherwise', 'fall', 'upon', 'face', 'sure', 'consequences', 'would', 'waken', 'instantaneously', 'even', 'soundest', 'slumber', 'world']"
EAP,"['unquestionably', 'earths', 'dotage', 'died']"
HPL,"['nowhere', 'however', 'could', 'find', 'ease', 'content', 'grew', 'older', 'staleness', 'limitations', 'life', 'became', 'maddening']"
EAP,"['reason', 'returned', 'morning', 'slept', 'fumes', 'nights', 'debauch', 'experienced', 'sentiment', 'half', 'horror', 'half', 'remorse', 'crime', 'guilty', 'best', 'feeble', 'equivocal', 'feeling', 'soul', 'remained', 'untouched']"
MWS,"['accordingly', 'rested', 'seat', 'return']"
MWS,"['grieved', 'mother', 'loved', 'image', 'sole', 'emotions', 'filled', 'heart', 'quietness']"
MWS,"['however', 'lieutenant', 'asked', 'come', 'far', 'upon', 'ice', 'strange', 'vehicle']"
MWS,"['form', 'monster', 'bestowed', 'existence', 'forever', 'eyes', 'raved', 'incessantly', 'concerning']"
EAP,"['full', 'well', 'alas', 'remember', 'exclaimed', 'pressing', 'passionately', 'delicate', 'hand', 'offered', 'glasses', 'inspection']"
HPL,"['harnessed', 'shadows', 'stride', 'world', 'world', 'sow', 'death', 'madness']"
MWS,"['first', 'entered', 'engagement', 'permit', 'remain', 'state', 'degradation', 'short', 'wild', 'dream', 'left', 'drear', 'solitude', 'anxious', 'conjecture', 'bitter', 'still', 'disappointed', 'expectation']"
HPL,"['heaven', 'merciful', 'day', 'efface', 'consciousness', 'sight', 'saw', 'let', 'live', 'last', 'years', 'peace']"
EAP,"['hands', 'enormously', 'large']"
MWS,"['would', 'surprise', 'son', 'expected', 'happy', 'glad', 'welcome', 'behold', 'contrary', 'tears', 'wretchedness']"
MWS,"['length', 'abrupt', 'manner', 'asked', 'fear', 'continued', 'fear', 'entertain', 'hope', 'yet', 'tell', 'found']"
MWS,"['insisted', 'accompanying', 'across', 'heath', 'towards', 'town', 'dwelt', 'sun', 'yet', 'high', 'left', 'turned', 'steps', 'towards', 'cottage']"
EAP,"['whole', 'dull', 'dark', 'soundless', 'day', 'autumn', 'year', 'clouds', 'hung', 'oppressively', 'low', 'heavens', 'passing', 'alone', 'horseback', 'singularly', 'dreary', 'tract', 'country', 'length', 'found', 'shades', 'evening', 'drew', 'within', 'view', 'melancholy', 'house', 'usher']"
EAP,"['must', 'something', 'wrong', 'said', 'nail']"
EAP,"['clear', 'already', 'within', 'influence', 'comet', 'yet', 'lived']"
EAP,"['float', 'expected', 'dropped', 'perpendicularly', 'like', 'bullet', 'en', 'masse', 'greatest', 'velocity', 'sight', 'seconds']"
EAP,"['appears', 'miracle', 'miracles', 'enormous', 'bulk', 'swallowed', 'forever']"
HPL,"['flabby', 'hands', 'curiously', 'gloved', 'wrote', 'genially', 'tablet', 'told', 'must', 'wait', 'could', 'led', 'place', 'festival']"
EAP,"['became', 'excessively', 'intimate', 'ladies', 'profound', 'astonishment', 'evinced', 'equivocal', 'disposition', 'coquet', 'men']"
EAP,"['quivered', 'muscle']"
MWS,"['took', 'refuge', 'courtyard', 'belonging', 'house', 'inhabited', 'remained', 'rest', 'night', 'walking', 'greatest', 'agitation', 'listening', 'attentively', 'catching', 'fearing', 'sound', 'announce', 'approach', 'demoniacal', 'corpse', 'miserably', 'given', 'life']"
MWS,"['evening', 'previous', 'brought', 'home', 'mother', 'said', 'playfully', 'pretty', 'present', 'victor', 'tomorrow', 'shall']"
HPL,"['maurice', 'poets', 'st', 'year', 'secured', 'adoption', 'work', 'textbook', 'schools', 'empire', 'honour', 'proved', 'fatal', 'tax', 'aged', 'rhetoricians', 'emotions', 'since', 'passed', 'away', 'peacefully', 'home', 'near', 'church', 'st', 'sophia', 'sixth', 'day', 'kalends', 'september', 'ad', 'nd', 'year', 'age']"
EAP,"['one', 'crucibles', 'nearly', 'full', 'lead', 'state', 'fusion', 'reaching', 'aperture', 'tube', 'close', 'brim']"
HPL,"['strange', 'urges', 'still', 'tugged', 'could', 'sidetrack', 'considerable', 'success']"
MWS,"['passed', 'bridge', 'pelissier', 'ravine', 'river', 'forms', 'opened', 'began', 'ascend', 'mountain', 'overhangs']"
EAP,"['owing', 'vast', 'antiquity', 'style', 'architecture', 'somewhat', 'odd', 'reason', 'less', 'strikingly', 'picturesque']"
HPL,"['first', 'beheld', 'nothing', 'seething', 'blur', 'luminosity', 'shapes', 'infinitely', 'distant', 'began', 'detach', 'confusion', 'saw', 'juan', 'romero']"
EAP,"['course', 'principle', 'guessing', 'lay', 'mere', 'observation', 'admeasurement', 'astuteness', 'opponents']"
MWS,"['morning', 'evening', 'tearful', 'eyes', 'raised', 'heaven', 'hands', 'clasped', 'tight', 'energy', 'prayer', 'repeated', 'poet', 'see', 'another', 'day', 'oh', 'let', 'body', 'die', 'away', 'let', 'reproached', 'inutility', 'believed', 'suicide', 'violate', 'divine', 'law', 'nature', 'thought', 'sufficiently', 'fulfilled', 'part', 'submitting', 'hard', 'task', 'enduring', 'crawling', 'hours', 'minutes', 'bearing', 'load', 'time', 'weighed', 'miserably', 'upon', 'abstaining', 'calm', 'moments', 'considered', 'crime', 'deserved', 'reward', 'virtue']"
MWS,"['answer', 'question', 'described', 'gloomy', 'winter', 'life', 'sordid', 'cares', 'menial', 'labours', 'northern', 'country', 'said', 'place', 'diminished', 'race']"
MWS,"['unfortunate', 'deserted', 'creature', 'look', 'around', 'relation', 'friend', 'upon', 'earth']"
EAP,"['frankness', 'would', 'led', 'disabuse', 'every', 'inquirer', 'prejudice', 'indolent', 'humor', 'forbade', 'farther', 'agitation', 'topic', 'whose', 'interest', 'long', 'ceased']"
MWS,"['features', 'lost', 'distortion', 'grief', 'eyes', 'brightened', 'person', 'seemed', 'dilated', 'excessive', 'whiteness', 'even', 'transparency', 'skin', 'something', 'hollow', 'voice', 'bore', 'witness', 'tranquillity', 'excess', 'excitement', 'occasioned', 'treacherous', 'calm', 'settled', 'countenance']"
EAP,"['dawn', 'two', 'nights', 'speak', 'distinctly', 'heard', 'mr', 'wyatt', 'replace', 'lid', 'upon', 'oblong', 'box', 'force', 'nails', 'old', 'places', 'means', 'muffled', 'mallet']"
HPL,"['perceptions', 'maddeningly', 'untransmissible', 'sort', 'thronged', 'upon', 'us', 'perceptions', 'infinity', 'time', 'convulsed', 'us', 'joy', 'yet', 'partly', 'lost', 'memory', 'partly', 'incapable', 'presentation', 'others']"
HPL,"['said', 'grotesque', 'almost', 'repulsive', 'design', 'never', 'knowledge', 'publicly', 'worn', 'though', 'grandmother', 'used', 'enjoy', 'looking']"
EAP,"['far', 'greater', 'number', 'articles', 'shattered', 'extraordinary', 'way', 'chafed', 'roughened', 'appearance', 'stuck', 'full', 'splinters', 'distinctly', 'recollected', 'disfigured']"
EAP,"['sat', 'winked', 'lean', 'lady', 'high', 'satisfaction', 'finding', 'lift', 'nape', 'neck', 'fling', 'pit']"
HPL,"['accursed', 'city', 'sunken', 'vigilant', 'sailed', 'spot', 'april', 'storm', 'ministers', 'earth', 'still', 'bellow', 'prance', 'slay', 'around', 'idol', 'capped', 'monoliths', 'lonely', 'places']"
EAP,"['ellison', 'maintained', 'richest', 'truest', 'natural', 'altogether', 'extensive', 'province', 'unaccountably', 'neglected']"
MWS,"['farewell', 'ever', 'moment', 'finished', 'letter', 'ordered', 'carriage', 'prepared', 'follow', 'father']"
EAP,"['senses', 'oppressed', 'mingled', 'conflicting', 'perfumes', 'reeking', 'strange', 'convolute', 'censers', 'together', 'multitudinous', 'flaring', 'flickering', 'tongues', 'emerald', 'violet', 'fire']"
MWS,"['turk', 'allowed', 'intimacy', 'take', 'place', 'encouraged', 'hopes', 'youthful', 'lovers', 'heart', 'formed', 'far', 'plans']"
EAP,"['difference', 'pipe', 'somewhat', 'bigger', 'make', 'greater', 'smoke']"
HPL,"['distance', 'greater', 'wished', 'could', 'get', 'nearer', 'house', 'without', 'going', 'side', 'field', 'wholly', 'factory', 'district']"
HPL,"['drew', 'revolver', 'motioned', 'silence', 'stepped', 'main', 'cellar', 'closed', 'door', 'behind']"
EAP,"['would', 'great', 'assistance', 'times', 'using', 'sweeps', 'well', 'afterward', 'fishing', 'somehow', 'although', 'ran', 'risk', 'heart', 'let', 'young', 'ones', 'get', 'danger', 'said', 'done', 'horrible', 'danger', 'truth']"
MWS,"['accordingly', 'lay', 'hoping', 'change', 'would', 'take', 'place', 'atmosphere', 'weather']"
HPL,"['failed', 'find', 'boons', 'things', 'whose', 'laws', 'known', 'measurable', 'told', 'lacked', 'imagination', 'immature', 'preferred', 'dream', 'illusions', 'illusions', 'physical', 'creation']"
MWS,"['former', 'protector', 'tendered', 'oaths', 'presented', 'insignia', 'office', 'performing', 'ceremonies', 'installation']"
MWS,"['shuddered', 'thought', 'possible', 'consequences', 'consent', 'felt', 'justice', 'argument']"
HPL,"['men', 'shuffled', 'moment', 'earl', 'sawyer', 'spoke', 'softly', 'pointing', 'grimy', 'finger', 'steadily', 'lessening', 'rain']"
EAP,"['thrust', 'torch', 'remaining', 'aperture', 'let', 'fall', 'within']"
EAP,"['moments', 'completely', 'deluged', 'say', 'time', 'held', 'breath', 'clung', 'bolt']"
HPL,"['knew', 'must', 'devil', 'reef']"
EAP,"['something', 'excessively', 'unphilosophical', 'attempt', 'part', 'le', 'moniteur', 'rebut', 'general', 'assertion', 'letoile', 'citation', 'particular', 'instances', 'militating', 'assertion']"
MWS,"['aperture', 'midst', 'let', 'light', 'heaven', 'overgrown', 'brambles', 'underwood', 'acted', 'veil', 'obscuring', 'day', 'giving', 'solemn', 'religious', 'hue', 'apartment']"
HPL,"['first', 'horrible', 'incident', 'acquaintance', 'greatest', 'shock', 'ever', 'experienced', 'reluctance', 'repeat']"
EAP,"['filled', 'certain', 'sounds', 'stringed', 'instruments', 'unfrequently', 'passages', 'books']"
HPL,"['detectives', 'questioned', 'say']"
MWS,"['terrible', 'conviction', 'came', 'upon', 'melted', 'soul', 'tenderness', 'love', 'gazed', 'take', 'last', 'farewell', 'lay', 'insensible', 'eyes', 'closed', 'cheeks', 'deathly', 'pale']"
EAP,"['subjected', 'said', 'brutal', 'violence']"
EAP,['anon']
EAP,"['folly', 'suppose', 'says', 'murder', 'murder', 'committed', 'body', 'could', 'consummated', 'soon', 'enough', 'enabled', 'murderers', 'throw', 'body', 'river', 'midnight']"
HPL,"['cryptical', 'pull', 'north', 'getting', 'strong', 'though', 'seemed', 'come', 'lower', 'place', 'sky']"
HPL,"['things', 'palled', 'disappointed', 'grew', 'nauseous', 'revulsion', 'cultivated', 'irony', 'bitterness', 'found', 'fault', 'social', 'order']"
MWS,"['great', 'part', 'grounds', 'given', 'cultivation', 'strips', 'potatoe', 'land', 'corn', 'scattered']"
EAP,"['qualities', 'unavailing', 'schemes', 'fail']"
HPL,"['slab', 'alcove', 'found', 'old', 'empty', 'coffin', 'whose', 'tarnished', 'plate', 'bears', 'single', 'word', 'jervas']"
HPL,"['servants', 'found', 'unconscious', 'morning']"
MWS,"['william', 'justine', 'henry', 'died', 'hands']"
EAP,"['ground', 'moist', 'slippery']"
MWS,"['among', 'painful', 'restrictions', 'occasioned', 'become', 'law', 'among', 'us', 'never', 'mention', 'raymonds', 'name']"
HPL,"['might', 'surmised', 'inside', 'information', 'dropped', 'thats', 'dont', 'want', 'think', 'hes', 'gone']"
MWS,"['thus', 'poor', 'sufferer', 'tried', 'comfort', 'others']"
EAP,"['one', 'evening', 'leaning', 'taffrail', 'observed', 'singular', 'isolated', 'cloud', 'nw']"
EAP,"['space', 'three', 'inches', 'top', 'drawer', 'seen', 'exterior', 'bottom', 'cupboard', 'space', 'must', 'included', 'height', 'drawer']"
EAP,"['minuteness', 'diddler', 'minute']"
EAP,"['game', 'however', 'obvious', 'time', 'look', 'accordingly', 'see', 'head', 'shake', 'eyes', 'roll']"
EAP,"['yes', 'massa', 'dead', 'de', 'door', 'nail', 'done', 'sartain', 'done', 'departed', 'dis', 'life']"
MWS,"['guilt', 'mischief', 'malignity', 'misery', 'found', 'comparable', 'mine']"
HPL,"['formed', 'habit', 'listening', 'intently', 'slightly', 'open', 'portal', 'choosing', 'favourite', 'hours', 'midnight', 'stillness', 'odd', 'vigil']"
EAP,"['found', 'machine', 'however', 'require', 'considerable', 'alteration', 'could', 'adapted', 'purposes', 'intended', 'making', 'applicable']"
MWS,"['common', 'communities', 'fashion', 'set']"
MWS,"['survive', 'coming', 'summer', 'spend', 'ensuing', 'winter', 'england', 'neither', 'us']"
HPL,"['distant', 'chanting', 'nearer', 'praying', 'joe', 'mazurewicz', 'came', 'another', 'sound', 'stealthy', 'determined', 'scratching', 'partitions']"
EAP,"['evidence', 'says', 'marie', 'rogêt', 'land', 'living', 'nine', 'oclock', 'sunday', 'june', 'twenty', 'second']"
HPL,"['one', 'can', 'not', 'say', 'would', 'done', 'object', 'came']"
EAP,"['onward', 'still', 'onward', 'stalked', 'grim', 'legs', 'making', 'desolate', 'solemnity', 'echo', 'echo', 'yells', 'like', 'terrific', 'war', 'whoop', 'indian', 'onward', 'still', 'onward', 'rolled', 'dumpy', 'tarpaulin', 'hanging', 'doublet', 'active', 'companion', 'far', 'surpassing', 'latters', 'strenuous', 'exertions', 'way', 'vocal', 'music', 'bull', 'roarings', 'basso', 'profundity', 'stentorian', 'lungs']"
HPL,"['meant', 'tear', 'build', 'apartment', 'house', 'site', 'account', 'decided', 'let', 'stand', 'install', 'plumbing', 'rent']"
HPL,"['barzai', 'old', 'learned', 'fears', 'led', 'way', 'boldly', 'slope', 'man', 'scaled', 'since', 'time', 'sansu', 'written', 'fright', 'mouldy', 'pnakotic', 'manuscripts']"
HPL,"['knocked', 'repeatedly', 'door', 'received', 'response']"
HPL,"['youll', 'notice', 'little', 'sargent', 'take', 'bus']"
MWS,"['reckless', 'courage', 'comprehensive', 'genius', 'brought', 'notice']"
EAP,"['immediately', 'beneath', 'ocean', 'lay', 'small', 'black', 'object', 'slightly', 'oblong', 'shape', 'seemingly', 'size', 'every', 'way', 'bearing', 'great', 'resemblance', 'one', 'childish', 'toys', 'called', 'domino']"
MWS,"['felt', 'near', 'safe', 'yet', 'methought', 'deceit', 'earth', 'reeled', 'firm', 'enrooted', 'trees', 'moved', 'dizziness', 'came', 'sank', 'ground']"
EAP,"['undoubtedly', 'part', 'peaaema']"
EAP,"['alas', 'soon', 'discovered']"
HPL,"['thereafter', 'heard', 'zann', 'every', 'night', 'although', 'kept', 'awake', 'haunted', 'weirdness', 'music']"
MWS,"['mark', 'misery', 'would', 'faded', 'brow', 'raise', 'eyes', 'fearlessly', 'meet', 'ever', 'beamed', 'soft', 'lustre', 'innocent', 'love']"
EAP,"['foreign', 'climate', 'unknown', 'might', 'probability', 'success', 'endeavor', 'conceal', 'unhappy', 'calamity', 'calamity', 'calculated', 'even', 'beggary', 'estrange', 'affections', 'multitude', 'draw', 'upon', 'wretch', 'well', 'merited', 'indignation', 'virtuous', 'happy']"
MWS,"['wrote', 'exertion', 'greatly', 'fatigued', 'convalescence', 'commenced', 'proceeded', 'regularly']"
EAP,"['nevertheless', 'slept', 'soundly', 'whole', 'vision', 'dream', 'nightmare', 'arose', 'naturally', 'circumstances', 'position', 'ordinary', 'bias', 'thought', 'difficulty', 'alluded', 'collecting', 'senses', 'especially', 'regaining', 'memory', 'long', 'time', 'awaking', 'slumber']"
MWS,"['hired', 'vessel', 'occupied', 'collecting', 'sailors', 'already', 'engaged', 'appear', 'men', 'depend', 'certainly', 'possessed', 'dauntless', 'courage']"
EAP,"['perhaps', 'couple', 'blows', 'mattock', 'sufficient', 'coadjutors', 'busy', 'pit', 'perhaps', 'required', 'dozen', 'shall', 'tell', 'consideration', 'faculties', 'impulses', 'prima', 'mobilia', 'human', 'soul', 'phrenologists', 'failed', 'make', 'room', 'propensity', 'although', 'obviously', 'existing', 'radical', 'primitive', 'irreducible', 'sentiment', 'equally', 'overlooked', 'moralists', 'preceded']"
EAP,"['part', 'charge', 'couple', 'dark', 'lanterns', 'legrand', 'contented', 'scarabæus', 'carried', 'attached', 'end', 'bit', 'whip', 'cord', 'twirling', 'fro', 'air', 'conjuror', 'went']"
HPL,"['carpet', 'indistinct', 'piece', 'open', 'flooring', 'intervened', 'carpets', 'edge', 'base', 'board']"
EAP,"['must', 'astonishment', 'proceeded', 'fathoms', 'ship', 'mr', 'wyatt', 'stood', 'stern', 'sheets', 'coolly', 'demanded', 'captain', 'hardy', 'boat', 'put', 'back', 'purpose', 'taking', 'oblong', 'box', 'sit', 'mr', 'wyatt', 'replied', 'captain', 'somewhat', 'sternly', 'capsize', 'us', 'sit', 'quite', 'still']"
MWS,"['saw', 'distance', 'riding', 'beautiful', 'horse', 'blood', 'boiled', 'rage', 'air', 'seemed', 'poisoned', 'presence', 'native', 'english', 'changed', 'vile', 'jargon', 'since', 'every', 'phrase', 'heard', 'coupled', 'name', 'honour']"
EAP,"['dilemma', 'recourse', 'paternal', 'aid', 'hours', 'mature', 'thought', 'father', 'thus', 'constructed', 'poem', 'pen', 'ode', 'upon', 'oil', 'bob', 'sorts', 'job']"
HPL,"['came', 'arkham', 'would', 'stop', 'asked', 'agent', 'tell', 'something']"
HPL,"['doctor', 'put', 'bed', 'could', 'mutter', 'gods', 'name']"
MWS,"['repine', 'misery', 'element', 'nothing', 'miserable', 'could', 'approach', 'woodville', 'happy', 'never', 'known']"
EAP,"['measure', 'satisfied', 'curiosity', 'regard', 'extent', 'situation', 'general', 'appearance', 'city', 'leisure', 'survey', 'church', 'delicate', 'architecture', 'steeple']"
HPL,"['secret', 'room', 'far', 'far', 'underground', 'huge', 'winged', 'daemons', 'carven', 'basalt', 'onyx', 'vomited', 'wide', 'grinning', 'mouths', 'weird', 'green', 'orange', 'light', 'hidden', 'pneumatic', 'pipes', 'ruffled', 'kaleidoscopic', 'dances', 'death', 'lines', 'red', 'charnel', 'things', 'hand', 'hand', 'woven', 'voluminous', 'black', 'hangings']"
MWS,"['perdita', 'length', 'subdued', 'burst', 'passion', 'rose', 'looked', 'round', 'clara', 'child', 'frightened', 'recognizing', 'father', 'neglected', 'us', 'crept', 'end', 'boat', 'came', 'mothers', 'call']"
EAP,"['found', 'sitting', 'library', 'sitting', 'alone']"
HPL,"['one', 'summer', 'night', 'thunderstorm', 'unprecedented', 'violence', 'countryside', 'aroused', 'squatter', 'stampede', 'mere', 'delusion', 'could', 'create']"
EAP,"['even', 'introduce', 'wife', 'courtesy', 'devolving', 'per', 'force', 'upon', 'sister', 'marian', 'sweet', 'intelligent', 'girl', 'hurried', 'words', 'made', 'us', 'acquainted']"
MWS,"['return', 'castle', 'wife', 'children', 'taint', 'upon']"
EAP,"['cure', 'insist', 'upon', 'thing', 'fact', 'accuse', 'patient', 'stupidity', 'sufficiently', 'perceiving', 'fact', 'thus', 'refuse', 'diet', 'week', 'properly', 'appertains', 'chicken']"
MWS,"['entirely', 'wrapt', 'reverie', 'wandered', 'taking', 'heed', 'steps', 'actually', 'stooped', 'gather', 'flower', 'wreath', 'bleak', 'plain', 'flower', 'grew', 'awoke', 'day', 'dream', 'found', 'knew']"
HPL,"['house', 'attic', 'window', 'still', 'standing', 'deserted']"
HPL,"['came', 'study', 'thrown', 'old', 'myths', 'found', 'even', 'ugly']"
MWS,"['part', 'rhine', 'indeed', 'presents', 'singularly', 'variegated', 'landscape']"
HPL,"['length', 'approached', 'time', 'long', 'viewed', 'apprehension']"
